type,timestamp,positions
CONTROL,2329077.125000026,"[0.007933, 0.00476, 0.50476, -0.00476, 0.0, 0.506346]"
CONTROL,2349162.6500000395,"[0.008949, 0.00537, 0.50537, -0.00537, 0.0, 0.50716]"
CONTROL,2369238.350000046,"[0.010026, 0.006016, 0.506016, -0.006016, 0.0, 0.508021]"
CONTROL,2389314.243000058,"[0.011162, 0.006697, 0.506697, -0.006697, 0.0, 0.50893]"
CONTROL,2409387.9280000012,"[0.012358, 0.007415, 0.507415, -0.007415, 0.0, 0.509887]"
CONTROL,2429461.9329999704,"[0.013613, 0.008168, 0.508168, -0.008168, 0.0, 0.510891]"
CONTROL,2449535.5530000324,"[0.014927, 0.008956, 0.508956, -0.008956, 0.0, 0.511942]"
CONTROL,2469610.26200006,"[0.0163, 0.00978, 0.50978, -0.00978, 0.0, 0.51304]"
CONTROL,2489685.0349999797,"[0.017731, 0.010638, 0.510638, -0.010638, 0.0, 0.514185]"
CONTROL,2509758.9440000546,"[0.019219, 0.011532, 0.511532, -0.011532, 0.0, 0.515375]"
CONTROL,2529833.29999995,"[0.020766, 0.012459, 0.512459, -0.012459, 0.0, 0.516612]"
CONTROL,2549906.728999986,"[0.022369, 0.013421, 0.513421, -0.013421, 0.0, 0.517895]"
CONTROL,2569980.7979999604,"[0.024029, 0.014417, 0.514417, -0.014417, 0.0, 0.519223]"
CONTROL,2590053.555000054,"[0.025745, 0.015447, 0.515447, -0.015447, 0.0, 0.520596]"
CONTROL,2610137.831999964,"[0.027518, 0.016511, 0.516511, -0.016511, 0.0, 0.522014]"
CONTROL,2630212.1559999706,"[0.029346, 0.017607, 0.517607, -0.017607, 0.0, 0.523476]"
CONTROL,2650286.704999985,"[0.031228, 0.018737, 0.518737, -0.018737, 0.0, 0.524983]"
CONTROL,2670363.8779999893,"[0.033166, 0.019899, 0.519899, -0.019899, 0.0, 0.526532]"
CONTROL,2690438.1709999824,"[0.035157, 0.021094, 0.521094, -0.021094, 0.0, 0.528125]"
CONTROL,2710512.5599999838,"[0.037202, 0.022321, 0.522321, -0.022321, 0.0, 0.529761]"
CONTROL,2730589.50799998,"[0.0393, 0.02358, 0.52358, -0.02358, 0.0, 0.53144]"
CONTROL,2750663.832999976,"[0.04145, 0.02487, 0.52487, -0.02487, 0.0, 0.53316]"
CONTROL,2770737.6140000406,"[0.043652, 0.026191, 0.526191, -0.026191, 0.0, 0.534922]"
CONTROL,2790811.0429999623,"[0.045906, 0.027544, 0.527544, -0.027544, 0.0, 0.536725]"
CONTROL,2810885.7830000035,"[0.048211, 0.028926, 0.528926, -0.028926, 0.0, 0.538569]"
CONTROL,2830959.212000039,"[0.050566, 0.030339, 0.530339, -0.030339, 0.0, 0.540453]"
CONTROL,2851035.201000059,"[0.05297, 0.031782, 0.531782, -0.031782, 0.0, 0.542376]"
CONTROL,2871108.1820000573,"[0.055424, 0.033254, 0.533254, -0.033254, 0.0, 0.544339]"
CONTROL,2891183.6580000455,"[0.057926, 0.034756, 0.534756, -0.034756, 0.0, 0.546341]"
CONTROL,2911260.4150000154,"[0.060476, 0.036286, 0.536286, -0.036286, 0.0, 0.548381]"
CONTROL,2931338.9640000197,"[0.063074, 0.037844, 0.537844, -0.037844, 0.0, 0.550459]"
CONTROL,2951412.712999968,"[0.065718, 0.039431, 0.539431, -0.039431, 0.0, 0.552574]"
CONTROL,2971487.934000038,"[0.068408, 0.041045, 0.541045, -0.041045, 0.0, 0.554726]"
CONTROL,2991562.3870000443,"[0.071143, 0.042686, 0.542686, -0.042686, 0.0, 0.556914]"
CONTROL,3011636.038999995,"[0.073922, 0.044353, 0.544353, -0.044353, 0.0, 0.559138]"
CONTROL,3031794.30199998,"[0.076746, 0.046048, 0.546048, -0.046048, 0.0, 0.561397]"
CONTROL,3051879.4759999537,"[0.079613, 0.047768, 0.547768, -0.047768, 0.0, 0.56369]"
CONTROL,3071955.111999955,"[0.082522, 0.049513, 0.549513, -0.049513, 0.0, 0.566018]"
CONTROL,3092030.2370000174,"[0.085473, 0.051284, 0.551284, -0.051284, 0.0, 0.568378]"
CONTROL,3112103.857999955,"[0.088465, 0.053079, 0.553079, -0.053079, 0.0, 0.570772]"
CONTROL,3132179.814999972,"[0.091497, 0.054898, 0.554898, -0.054898, 0.0, 0.573198]"
CONTROL,3152254.395,"[0.094569, 0.056741, 0.556741, -0.056741, 0.0, 0.575655]"
CONTROL,3172328.3999999696,"[0.097679, 0.058608, 0.558608, -0.058608, 0.0, 0.578143]"
CONTROL,3192404.068999963,"[0.100828, 0.060497, 0.560497, -0.060497, 0.0, 0.580662]"
CONTROL,3212477.786000022,"[0.104013, 0.062408, 0.562408, -0.062408, 0.0, 0.583211]"
CONTROL,3232552.303000034,"[0.107235, 0.064341, 0.564341, -0.064341, 0.0, 0.585788]"
CONTROL,3252627.3309999853,"[0.110493, 0.066296, 0.566296, -0.066296, 0.0, 0.588394]"
CONTROL,3272701.1120000496,"[0.113785, 0.068271, 0.568271, -0.068271, 0.0, 0.591028]"
CONTROL,3292776.333000006,"[0.117111, 0.070267, 0.570267, -0.070267, 0.0, 0.593689]"
CONTROL,3312851.1700000446,"[0.120471, 0.072282, 0.572282, -0.072282, 0.0, 0.596377]"
CONTROL,3332925.1100000194,"[0.123862, 0.074317, 0.574317, -0.074317, 0.0, 0.59909]"
CONTROL,3353000.298999973,"[0.127286, 0.076371, 0.576371, -0.076371, 0.0, 0.601828]"
CONTROL,3373075.136000011,"[0.130739, 0.078444, 0.578444, -0.078444, 0.0, 0.604591]"
CONTROL,3393166.900999972,"[0.134223, 0.080534, 0.580534, -0.080534, 0.0, 0.607378]"
CONTROL,3413241.225999968,"[0.137735, 0.082641, 0.582641, -0.082641, 0.0, 0.610188]"
CONTROL,3433313.9179999535,"[0.141275, 0.084765, 0.584765, -0.084765, 0.0, 0.61302]"
CONTROL,3453388.5949999783,"[0.144842, 0.086905, 0.586905, -0.086905, 0.0, 0.615874]"
CONTROL,3473464.3279999774,"[0.148436, 0.089062, 0.589062, -0.089062, 0.0, 0.618749]"
CONTROL,3493541.083999958,"[0.152055, 0.091233, 0.591233, -0.091233, 0.0, 0.621644]"
CONTROL,3513614.737000012,"[0.155698, 0.093419, 0.593419, -0.093419, 0.0, 0.624559]"
CONTROL,3533687.1419999623,"[0.159365, 0.095619, 0.595619, -0.095619, 0.0, 0.627492]"
CONTROL,3553760.2819999848,"[0.163054, 0.097833, 0.597833, -0.097833, 0.0, 0.630443]"
CONTROL,3573834.7029999886,"[0.166765, 0.100059, 0.600059, -0.100059, 0.0, 0.633412]"
CONTROL,3593908.452000051,"[0.170497, 0.102298, 0.602298, -0.102298, 0.0, 0.636398]"
CONTROL,3613990.873000034,"[0.174249, 0.104549, 0.604549, -0.104549, 0.0, 0.639399]"
CONTROL,3634064.909000017,"[0.178019, 0.106812, 0.606812, -0.106812, 0.0, 0.642415]"
CONTROL,3654138.9139999864,"[0.181808, 0.109085, 0.609085, -0.109085, 0.0, 0.645446]"
CONTROL,3674211.702999969,"[0.185613, 0.111368, 0.611368, -0.111368, 0.0, 0.64849]"
CONTROL,3694285.802999957,"[0.189434, 0.113661, 0.613661, -0.113661, 0.0, 0.651548]"
CONTROL,3714359.6800000295,"[0.193271, 0.115963, 0.615963, -0.115963, 0.0, 0.654617]"
CONTROL,3734432.7890000385,"[0.197122, 0.118273, 0.618273, -0.118273, 0.0, 0.657697]"
CONTROL,3754507.241000056,"[0.200986, 0.120591, 0.620591, -0.120591, 0.0, 0.660788]"
CONTROL,3774581.9819999724,"[0.204862, 0.122917, 0.622917, -0.122917, 0.0, 0.663889]"
CONTROL,3794655.6670000292,"[0.208749, 0.125249, 0.625249, -0.125249, 0.0, 0.666999]"
CONTROL,3814728.903000059,"[0.212647, 0.127588, 0.627588, -0.127588, 0.0, 0.670117]"
CONTROL,3834803.7719999864,"[0.216553, 0.129932, 0.629932, -0.129932, 0.0, 0.673243]"
